##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	S21_L008_R2_001_TRIMMED_PAIRED.fastqc.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	4571904
Total Bases	449.2 Mbp
Sequences flagged as poor quality	0
Sequence length	35-101
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1108	58-59	0.21561411199264313
1108	60-61	0.23827327997982906
1108	62-63	0.15486290418398596
1108	64-65	0.1333348895934705
1108	66-67	0.1843485176208688
1108	68-69	0.29154021535508434
1108	70-71	0.20181243673484772
1108	72-73	0.23500506725033432
1108	74-75	0.0954346156803112
1108	76-77	0.2644323783339999
1108	78-79	0.274019752184131
1108	80-81	0.16257208103442622
1108	82-83	0.13290447766729585
1108	84-85	0.19429876263330215
1108	86-87	0.25696008267874504
1108	88-89	0.1704364681489281
1108	90-91	0.11942097350907233
1108	92-93	0.25224028825002165
1108	94-95	0.14305941886600237
1108	96-97	0.16293975902286917
1108	98-99	0.28592820591673274
1108	100-101	0.2594046710876441
1109	1	-0.22815369148805686
1109	2	-0.05363517683938923
1109	3	-0.6381176349175206
1109	4	-0.6404225340357641
1109	5	-0.28849060742401633
1109	6	-0.5761301065286233
1109	7	-0.3796843127533691
1109	8	-0.6871047728194881
1109	9	-0.26997223739647325
1109	10-11	-0.41222772808288966
1109	12-13	-0.3092730453493928
1109	14-15	-0.40372433682058784
1109	16-17	-0.09470007425903759
1109	18-19	0.15451405439178956
1109	20-21	0.31786698759266585
1109	22-23	0.13125809007820521
1109	24-25	0.2823243661329542
1109	26-27	0.271246608109756
1109	28-29	0.10870648933288862
1109	30-31	0.20518473980632024
1109	32-33	0.30862417120550845
1109	34-35	0.1804765563376023
1109	36-37	0.13973423187473344
1109	38-39	-0.012962663537635422
1109	40-41	-0.09160931478928802
1109	42-43	0.0177760232324502
1109	44-45	0.19133339937086902
1109	46-47	0.2479838914262018
1109	48-49	0.3473549442684529
1109	50-51	0.29748032906977784
1109	52-53	0.18256911597174508
1109	54-55	0.4301529374274011
1109	56-57	0.23724178660392425
1109	58-59	0.22585235850974783
1109	60-61	0.21212881040333542
1109	62-63	0.10755008611086225
1109	64-65	0.2307368399604428
1109	66-67	0.2650419014155361
1109	68-69	0.30898895237805135
1109	70-71	0.21318190820315408
1109	72-73	0.21210836271075806
1109	74-75	0.2220749384725238
1109	76-77	0.43828274907649956
1109	78-79	0.4946554264011809
1109	80-81	0.28783795655745337
1109	82-83	0.2301127404395089
1109	84-85	0.29013647951678223
1109	86-87	0.33634939515247453
1109	88-89	0.2007460577706084
1109	90-91	0.09469460502584326
1109	92-93	0.28010587468882164
1109	94-95	0.22912840029194825
1109	96-97	0.20555592340635798
1109	98-99	0.38919370694301136
1109	100-101	0.3085333118485636
1110	1	-0.4962598984938893
1110	2	-0.05003144599909959
1110	3	-0.7606390293782113
1110	4	-0.5188673780654653
1110	5	-0.22077399604479098
1110	6	-0.5664510148272512
1110	7	-0.4759565726950612
1110	8	-0.3189254233396923
1110	9	-0.2556972262873103
1110	10-11	-0.157523415432685
1110	12-13	-0.17049610922676806
1110	14-15	-0.20885903609249823
1110	16-17	-0.12004552030756344
1110	18-19	-0.1986150828370441
1110	20-21	0.06492610324618653
1110	22-23	0.09049907328758877
1110	24-25	0.17223073343217976
1110	26-27	0.1426649807643514
1110	28-29	-0.018095777968987647
1110	30-31	0.09492458454218422
1110	32-33	0.16726543205774647
1110	34-35	-0.04072431218621375
1110	36-37	-0.11811707443199992
1110	38-39	-0.26162570176724387
1110	40-41	-0.06515651252883714
1110	42-43	0.19579575578430308
1110	44-45	0.25088619761929465
1110	46-47	0.20122448030241458
1110	48-49	0.22128976873866435
1110	50-51	0.20522300052345344
1110	52-53	0.07045183391233678
1110	54-55	0.2684941670797656
1110	56-57	0.05840637896575629
1110	58-59	0.20789452546985387
1110	60-61	0.15961705167155316
1110	62-63	0.12814871473209166
1110	64-65	0.05409540151790537
1110	66-67	0.24134512439888312
1110	68-69	0.26448251290675273
1110	70-71	0.15460030540562997
1110	72-73	-0.033063841066599764
1110	74-75	0.05164355616111038
1110	76-77	0.08149462758779435
1110	78-79	0.15513140887608046
1110	80-81	-0.022101290917817096
1110	82-83	-0.08691505137483091
1110	84-85	0.21059239598489654
1110	86-87	0.23367625365951739
1110	88-89	0.16236795337006527
1110	90-91	0.04125960925363614
1110	92-93	0.033149962214629625
1110	94-95	0.022499253541539588
1110	96-97	0.013118806505396208
1110	98-99	0.10800788795658178
1110	100-101	0.025248529682528442
1111	1	-0.06877619946254043
1111	2	-0.16755812341036247
1111	3	-0.3660632090802025
1111	4	-0.39460913690657407
1111	5	-0.11508051970471911
1111	6	-0.1320312229560585
1111	7	-0.14929156953167677
1111	8	-0.09876246819428758
1111	9	0.14397562942968278
1111	10-11	0.14267782414997043
1111	12-13	0.0811339024177542
1111	14-15	0.06476773853826501
1111	16-17	0.03392457685738748
1111	18-19	0.10194851412065731
1111	20-21	0.24495405896427513
1111	22-23	0.06422509566034762
1111	24-25	0.12935137968957378
1111	26-27	0.18153368944947346
1111	28-29	0.04318241636638476
1111	30-31	0.18282130280471875
1111	32-33	0.32295331793596915
1111	34-35	0.21047431351463786
1111	36-37	0.12188343978709071
1111	38-39	0.08832720930563198
1111	40-41	0.07167218192810765
1111	42-43	0.03244100769357772
1111	44-45	0.07800132598154619
1111	46-47	0.014036920821354215
1111	48-49	0.2720623521414254
1111	50-51	0.05280812687695402
1111	52-53	0.13572739129004674
1111	54-55	0.23582784508010946
1111	56-57	0.06359310676732122
1111	58-59	0.14607648296070863
1111	60-61	0.15136806550687965
1111	62-63	0.15156181558298698
1111	64-65	0.21939348512104573
1111	66-67	0.22378980653423497
1111	68-69	0.32527883441723304
1111	70-71	0.13793023078513755
1111	72-73	0.20667577030530282
1111	74-75	0.13745861184795416
1111	76-77	0.266833186555985
1111	78-79	0.464439756253455
1111	80-81	0.27712547279294597
1111	82-83	0.1311392784937908
1111	84-85	0.184982866849559
1111	86-87	0.18771141862959695
1111	88-89	0.07810164160918731
1111	90-91	-0.014681026619776105
1111	92-93	0.03716506509200457
1111	94-95	-0.005301576829502608
1111	96-97	0.17865939882520365
1111	98-99	0.28695995085587356
1111	100-101	0.4336553280440967
1112	1	0.1848624493453208
1112	2	-0.12591948982205636
1112	3	-0.19172599834128334
1112	4	-0.07877202554239915
1112	5	0.06761849388902874
1112	6	0.14088584658119885
1112	7	0.1518047308629562
1112	8	0.29361680939607737
1112	9	0.2128617437339173
1112	10-11	0.22927370981171435
1112	12-13	0.23116187394644072
1112	14-15	0.2203836370202481
1112	16-17	0.3142019521376085
1112	18-19	0.2600345688448087
1112	20-21	0.31928941761757557
1112	22-23	0.34132815846160725
1112	24-25	0.3312084004705369
1112	26-27	0.2722789463197657
1112	28-29	0.21036707948599798
1112	30-31	0.28974662581740773
1112	32-33	0.553149654678478
1112	34-35	0.35936579830761417
1112	36-37	0.2667625254081898
1112	38-39	0.38061493327336393
1112	40-41	0.24087635268605823
1112	42-43	0.234719614374427
1112	44-45	0.3723670194139359
1112	46-47	0.33626444007683176
1112	48-49	0.3042166133019961
1112	50-51	0.2695256360254277
1112	52-53	0.255077699374219
1112	54-55	0.37217716033497084
1112	56-57	0.20999891634554047
1112	58-59	0.1972950989204989
1112	60-61	0.2830079779962773
1112	62-63	0.28909199187423695
1112	64-65	0.24193723464285455
1112	66-67	0.34545328246584717
1112	68-69	0.4183208169106507
1112	70-71	0.3061783963496012
1112	72-73	0.29645457247763574
1112	74-75	0.2595591521322618
1112	76-77	0.39159850735663326
1112	78-79	0.38973112380594443
1112	80-81	0.3445252567984056
1112	82-83	0.35926561565202064
1112	84-85	0.3810437502807673
1112	86-87	0.4106705714382741
1112	88-89	0.28479976956707276
1112	90-91	0.2573697762773648
1112	92-93	0.2683209325161613
1112	94-95	0.3145890846187953
1112	96-97	0.26028434701111536
1112	98-99	0.3241947500847999
1112	100-101	0.3771188086875483
1113	1	0.06947537784857616
1113	2	0.10573530175414092
1113	3	0.35659093866052416
1113	4	0.2039393960191802
1113	5	0.20544315924676937
1113	6	0.3329154256278173
1113	7	0.2597291521296441
1113	8	0.24147782396481432
1113	9	0.2063058229406849
1113	10-11	0.21470220789088046
1113	12-13	0.15515817941995635
1113	14-15	0.1975132185126398
1113	16-17	0.26746357841990687
